First process instance # in stats,1
Last process instance # in stats,100

Resource utilization
Resource,Utilization %
Номер готов,PetHotelProcess.Event_RoomReady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Отклонено,PetHotelProcess.Event_Rejected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Отчет владельцу,PetHotelProcess.Task_OwnerUpdate,300.0,300.0,300.0,28200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Оценить совместимость,PetHotelProcess.Task_CompatibilityCheck,300.0,300.0,300.0,28200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Питомец уехал,PetHotelProcess.Event_PetLeft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Подготовка к отъезду,PetHotelProcess.Task_PrepareForDeparture,900.0,900.0,900.0,84600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Проверить вакцинацию,PetHotelProcess.Task_CheckVaccination,300.0,300.0,300.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666666666666666,1.6666666666666667,1.6666666666666667,166.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Прогулка,PetHotelProcess.Task_DailyWalk,1800.0,1800.0,1800.0,169200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Разместить в номере,PetHotelProcess.Task_AssignRoom,600.0,600.0,600.0,56400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Регистрация заезда,PetHotelProcess.Task_CheckIn,900.0,900.0,900.0,84600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Сгенерировать договор,PetHotelProcess.Task_GenerateContract,10.0,10.0,10.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Собрать отзыв,PetHotelProcess.Task_Feedback,300.0,300.0,300.0,28200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,1.6666666666666667,1.6666666666666667,156.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Совместим?,PetHotelProcess.Gateway_PlayDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
Уборка номера,PetHotelProcess.Task_CleanRoom,1800.0,1800.0,1800.0,169200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),900.0,54657.4,242710.0
Process Cycle Time excluding out of timetable hours (s),900.0,6540.0,6900.0
Process Waiting Time (s),0.0,0.0,0.0
Accumulated Process Duration (s),900.0,80865.4,479110.0
Cost,5.0,67.45333333333326,72.33333333333334


Process Cycle Time (s) distribution
From,To,Count
900,25080,52
25081,49261,0
49262,73442,39
73443,97623,0
97624,121804,0
121805,145985,0
145986,170166,0
170167,194347,0
194348,218528,0
218529,242709,9

Process Waiting Time (s) distribution
From,To,Count
0,-1,100
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0

Accumulated Process Duration (s) distribution
From,To,Count
900,48720,52
48721,96541,19
96542,144362,20
144363,192183,0
192184,240004,0
240005,287825,5
287826,335646,0
335647,383467,0
383468,431288,0
431289,479109,4

Process Cost distribution
From,To,Count
5,11,6
12,18,0
19,25,0
26,32,0
33,39,0
40,46,0
47,53,0
54,60,0
61,67,0
68,74,94

In-timetable Cycle time (s) distribution
From,To,Count
900,1499,6
1500,2099,0
2100,2699,0
2700,3299,0
3300,3899,0
3900,4499,0
4500,5099,0
5100,5699,0
5700,6299,0
6300,6899,94



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,12310.0,6900.0,0.0,72.33333333333334
2,12310.0,6900.0,0.0,72.33333333333334
3,12310.0,6900.0,0.0,72.33333333333334
4,69910.0,6900.0,0.0,72.33333333333334
5,69910.0,6900.0,0.0,72.33333333333334
6,12310.0,6900.0,0.0,72.33333333333334
7,12310.0,6900.0,0.0,72.33333333333334
8,242710.0,6900.0,0.0,72.33333333333334
9,242710.0,6900.0,0.0,72.33333333333334
10,900.0,900.0,0.0,5.0
11,12310.0,6900.0,0.0,72.33333333333334
12,69910.0,6900.0,0.0,72.33333333333334
13,69910.0,6900.0,0.0,72.33333333333334
14,12310.0,6900.0,0.0,72.33333333333334
15,12310.0,6900.0,0.0,72.33333333333334
16,69910.0,6900.0,0.0,72.33333333333334
17,69910.0,6900.0,0.0,72.33333333333334
18,11710.0,6900.0,0.0,69.33333333333334
19,12310.0,6900.0,0.0,72.33333333333334
20,69310.0,6900.0,0.0,69.33333333333334
21,69910.0,6900.0,0.0,72.33333333333334
22,12310.0,6900.0,0.0,72.33333333333334
23,12310.0,6900.0,0.0,72.33333333333334
24,69910.0,6900.0,0.0,72.33333333333334
25,69310.0,6900.0,0.0,69.33333333333334
26,900.0,900.0,0.0,5.0
27,12310.0,6900.0,0.0,72.33333333333334
28,242110.0,6900.0,0.0,69.33333333333334
29,242110.0,6900.0,0.0,69.33333333333334
30,11710.0,6900.0,0.0,69.33333333333334
31,12310.0,6900.0,0.0,72.33333333333334
32,69910.0,6900.0,0.0,72.33333333333334
33,69910.0,6900.0,0.0,72.33333333333334
34,11710.0,6900.0,0.0,69.33333333333334
35,12310.0,6900.0,0.0,72.33333333333334
36,69910.0,6900.0,0.0,72.33333333333334
37,69910.0,6900.0,0.0,72.33333333333334
38,11710.0,6900.0,0.0,69.33333333333334
39,12310.0,6900.0,0.0,72.33333333333334
40,69910.0,6900.0,0.0,72.33333333333334
41,69910.0,6900.0,0.0,72.33333333333334
42,12310.0,6900.0,0.0,72.33333333333334
43,11710.0,6900.0,0.0,69.33333333333334
44,69910.0,6900.0,0.0,72.33333333333334
45,69310.0,6900.0,0.0,69.33333333333334
46,12310.0,6900.0,0.0,72.33333333333334
47,12310.0,6900.0,0.0,72.33333333333334
48,900.0,900.0,0.0,5.0
49,242710.0,6900.0,0.0,72.33333333333334
50,12310.0,6900.0,0.0,72.33333333333334
51,11710.0,6900.0,0.0,69.33333333333334
52,69910.0,6900.0,0.0,72.33333333333334
53,69310.0,6900.0,0.0,69.33333333333334
54,11710.0,6900.0,0.0,69.33333333333334
55,12310.0,6900.0,0.0,72.33333333333334
56,69310.0,6900.0,0.0,69.33333333333334
57,69910.0,6900.0,0.0,72.33333333333334
58,11710.0,6900.0,0.0,69.33333333333334
59,900.0,900.0,0.0,5.0
60,69910.0,6900.0,0.0,72.33333333333334
61,69310.0,6900.0,0.0,69.33333333333334
62,12310.0,6900.0,0.0,72.33333333333334
63,12310.0,6900.0,0.0,72.33333333333334
64,69310.0,6900.0,0.0,69.33333333333334
65,69910.0,6900.0,0.0,72.33333333333334
66,900.0,900.0,0.0,5.0
67,12310.0,6900.0,0.0,72.33333333333334
68,242710.0,6900.0,0.0,72.33333333333334
69,242710.0,6900.0,0.0,72.33333333333334
70,11710.0,6900.0,0.0,69.33333333333334
71,12310.0,6900.0,0.0,72.33333333333334
72,69910.0,6900.0,0.0,72.33333333333334
73,69910.0,6900.0,0.0,72.33333333333334
74,12310.0,6900.0,0.0,72.33333333333334
75,12310.0,6900.0,0.0,72.33333333333334
76,69310.0,6900.0,0.0,69.33333333333334
77,69910.0,6900.0,0.0,72.33333333333334
78,11710.0,6900.0,0.0,69.33333333333334
79,12310.0,6900.0,0.0,72.33333333333334
80,69910.0,6900.0,0.0,72.33333333333334
81,69310.0,6900.0,0.0,69.33333333333334
82,12310.0,6900.0,0.0,72.33333333333334
83,12310.0,6900.0,0.0,72.33333333333334
84,69910.0,6900.0,0.0,72.33333333333334
85,69910.0,6900.0,0.0,72.33333333333334
86,11710.0,6900.0,0.0,69.33333333333334
87,12310.0,6900.0,0.0,72.33333333333334
88,242110.0,6900.0,0.0,69.33333333333334
89,242710.0,6900.0,0.0,72.33333333333334
90,11710.0,6900.0,0.0,69.33333333333334
91,11710.0,6900.0,0.0,69.33333333333334
92,69310.0,6900.0,0.0,69.33333333333334
93,58500.0,900.0,0.0,5.0
94,12310.0,6900.0,0.0,72.33333333333334
95,11710.0,6900.0,0.0,69.33333333333334
96,69310.0,6900.0,0.0,69.33333333333334
97,69910.0,6900.0,0.0,72.33333333333334
98,12310.0,6900.0,0.0,72.33333333333334
99,12310.0,6900.0,0.0,72.33333333333334
100,69910.0,6900.0,0.0,72.33333333333334
